play_type,posteam,rushing_yards,rusher_id,rusher_player_id,rusher_player_name,ydstogo,down,yardline_100,run_location,score_differential,game_seconds_remaining
,,,,,,0.0,,,,,3600.0
kickoff,NYJ,,,,,0.0,,35.0,,0.0,3600.0
run,NYJ,19.0,00-0036924,00-0036924,Mi.Carter,10.0,1.0,78.0,left,0.0,3596.0
pass,NYJ,,,,,10.0,1.0,59.0,,0.0,3569.0
run,NYJ,5.0,00-0036924,00-0036924,Mi.Carter,10.0,2.0,59.0,left,0.0,3565.0
pass,NYJ,,,,,5.0,3.0,54.0,,0.0,3541.0
punt,NYJ,,,,,15.0,4.0,64.0,,0.0,3533.0
pass,BAL,,,,,10.0,1.0,72.0,,0.0,3522.0
pass,BAL,,,,,6.0,2.0,68.0,,0.0,3501.0
run,BAL,4.0,00-0034796,00-0034796,L.Jackson,2.0,3.0,64.0,right,0.0,3461.0
run,BAL,0.0,00-0033118,00-0033118,K.Drake,10.0,1.0,60.0,right,0.0,3421.0
pass,BAL,,,,,10.0,2.0,60.0,,0.0,3379.0
run,BAL,1.0,00-0033118,00-0033118,K.Drake,2.0,3.0,52.0,right,0.0,3340.0
no_play,,,,,,0.0,,,,,3296.0
punt,BAL,,,,,1.0,4.0,51.0,,0.0,3296.0
run,NYJ,-2.0,00-0038120,00-0038120,Br.Hall,10.0,1.0,89.0,right,0.0,3289.0
pass,NYJ,,,,,12.0,2.0,91.0,,0.0,3251.0
no_play,NYJ,,,,,9.0,3.0,88.0,,0.0,3211.0
run,NYJ,1.0,00-0036924,00-0036924,Mi.Carter,10.0,1.0,83.0,middle,0.0,3207.0
run,NYJ,0.0,00-0036924,00-0036924,Mi.Carter,9.0,2.0,82.0,left,0.0,3171.0
pass,NYJ,,,,,9.0,3.0,82.0,,0.0,3136.0
punt,NYJ,,,,,9.0,4.0,82.0,,0.0,3132.0
pass,BAL,,,,,10.0,1.0,66.0,,0.0,3125.0
run,BAL,1.0,00-0032063,00-0032063,M.Davis,10.0,2.0,66.0,middle,0.0,3122.0
pass,BAL,,,,,9.0,3.0,65.0,,0.0,3073.0
punt,BAL,,,,,9.0,4.0,65.0,,0.0,3068.0
pass,NYJ,,,,,10.0,1.0,83.0,,0.0,3061.0
run,NYJ,1.0,00-0036924,00-0036924,Mi.Carter,10.0,1.0,59.0,right,0.0,3021.0
pass,NYJ,,,,,19.0,1.0,68.0,,0.0,3007.0
run,BAL,-1.0,00-0033118,00-0033118,K.Drake,10.0,1.0,13.0,left,0.0,2996.0
pass,BAL,,,,,11.0,2.0,14.0,,0.0,2948.0
pass,BAL,,,,,3.0,3.0,6.0,,0.0,2904.0
field_goal,BAL,,,,,3.0,4.0,6.0,,0.0,2899.0
kickoff,NYJ,,,,,0.0,,35.0,,-3.0,2896.0
pass,NYJ,,,,,10.0,1.0,75.0,,-3.0,2896.0
pass,NYJ,,,,,10.0,2.0,75.0,,-3.0,2891.0
pass,NYJ,,,,,10.0,3.0,75.0,,-3.0,2887.0
punt,NYJ,,,,,1.0,4.0,66.0,,-3.0,2820.0
pass,BAL,,,,,10.0,1.0,84.0,,3.0,2813.0
pass,BAL,,,,,10.0,1.0,73.0,,3.0,2772.0
run,BAL,3.0,00-0033118,00-0033118,K.Drake,8.0,2.0,71.0,middle,3.0,2725.0
,BAL,,,,,0.0,,,,3.0,2700.0
pass,BAL,,,,,5.0,3.0,68.0,,3.0,2700.0
punt,BAL,,,,,5.0,4.0,68.0,,3.0,2696.0
pass,NYJ,,,,,10.0,1.0,71.0,,-3.0,2685.0
pass,NYJ,,,,,10.0,1.0,56.0,,-3.0,2658.0
run,NYJ,4.0,00-0038120,00-0038120,Br.Hall,10.0,1.0,45.0,left,-3.0,2617.0
pass,NYJ,,,,,6.0,2.0,41.0,,-3.0,2581.0
run,NYJ,0.0,00-0038120,00-0038120,Br.Hall,10.0,1.0,33.0,middle,-3.0,2540.0
pass,NYJ,,,,,10.0,2.0,33.0,,-3.0,2500.0
pass,NYJ,,,,,4.0,3.0,27.0,,-3.0,2460.0
field_goal,NYJ,,,,,4.0,4.0,27.0,,-3.0,2455.0
pass,BAL,,,,,10.0,1.0,65.0,,3.0,2451.0
pass,BAL,,,,,5.0,2.0,60.0,,3.0,2417.0
pass,BAL,,,,,10.0,1.0,49.0,,3.0,2383.0
pass,BAL,,,,,10.0,2.0,49.0,,3.0,2339.0
pass,BAL,,,,,12.0,3.0,51.0,,3.0,2296.0
punt,BAL,,,,,12.0,4.0,51.0,,3.0,2288.0
run,NYJ,14.0,00-0038120,00-0038120,Br.Hall,10.0,1.0,89.0,right,-3.0,2281.0
pass,NYJ,,,,,10.0,1.0,75.0,,-3.0,2256.0
pass,NYJ,,,,,5.0,2.0,70.0,,-3.0,2214.0
pass,NYJ,,,,,10.0,1.0,64.0,,-3.0,2177.0
pass,NYJ,,,,,16.0,2.0,70.0,,-3.0,2132.0
pass,NYJ,,,,,17.0,3.0,71.0,,-3.0,2095.0
punt,NYJ,,,,,17.0,4.0,71.0,,-3.0,2090.0
no_play,BAL,,,,,10.0,1.0,62.0,,3.0,2081.0
pass,BAL,,,,,10.0,1.0,30.0,,3.0,2075.0
pass,BAL,,,,,10.0,2.0,30.0,,3.0,2069.0
pass,BAL,,,,,5.0,3.0,25.0,,3.0,2031.0
extra_point,BAL,,,,,0.0,,15.0,,9.0,2025.0
kickoff,NYJ,,,,,0.0,,35.0,,-10.0,2025.0
run,NYJ,5.0,00-0036924,00-0036924,Mi.Carter,10.0,1.0,75.0,right,-10.0,2025.0
run,NYJ,22.0,00-0036924,00-0036924,Mi.Carter,5.0,2.0,70.0,middle,-10.0,1994.0
pass,NYJ,,,,,10.0,1.0,48.0,,-10.0,1954.0
,,,,,,0.0,,,,,1920.0
pass,NYJ,,,,,7.0,2.0,45.0,,-10.0,1920.0
run,NYJ,5.0,00-0038120,00-0038120,Br.Hall,10.0,1.0,32.0,left,-10.0,1886.0
no_play,,,,,,0.0,,,,,1880.0
run,NYJ,0.0,00-0036924,00-0036924,Mi.Carter,5.0,2.0,27.0,middle,-10.0,1880.0
no_play,,,,,,0.0,,,,,1876.0
pass,NYJ,,,,,5.0,3.0,27.0,,-10.0,1876.0
no_play,,,,,,0.0,,,,,1828.0
field_goal,NYJ,,,,,5.0,4.0,27.0,,-10.0,1828.0
kickoff,BAL,,,,,0.0,,35.0,,7.0,1824.0
run,BAL,3.0,00-0034975,00-0034975,J.Hill,10.0,1.0,75.0,left,7.0,1824.0
,,,,,,0.0,,,,,1800.0
kickoff,BAL,,,,,0.0,,35.0,,7.0,1800.0
run,BAL,2.0,00-0033118,00-0033118,K.Drake,10.0,1.0,75.0,right,7.0,1800.0
pass,BAL,,,,,8.0,2.0,73.0,,7.0,1762.0
run,BAL,8.0,,00-0034796,L.Jackson,8.0,3.0,73.0,left,7.0,1755.0
run,BAL,1.0,00-0034975,00-0034975,J.Hill,10.0,1.0,65.0,right,7.0,1714.0
pass,BAL,,,,,9.0,2.0,64.0,,7.0,1678.0
pass,BAL,,,,,9.0,3.0,64.0,,7.0,1670.0
punt,BAL,,,,,9.0,4.0,64.0,,7.0,1665.0
pass,NYJ,,,,,10.0,1.0,80.0,,-7.0,1658.0
pass,NYJ,,,,,15.0,2.0,85.0,,-7.0,1616.0
pass,NYJ,,,,,15.0,3.0,85.0,,-7.0,1576.0
punt,NYJ,,,,,6.0,4.0,76.0,,-7.0,1530.0
pass,BAL,,,,,10.0,1.0,44.0,,7.0,1524.0
run,BAL,6.0,00-0034796,00-0034796,L.Jackson,10.0,1.0,29.0,left,7.0,1489.0
run,BAL,6.0,00-0033118,00-0033118,K.Drake,4.0,2.0,23.0,right,7.0,1453.0
run,BAL,-1.0,00-0033118,00-0033118,K.Drake,10.0,1.0,17.0,left,7.0,1409.0
run,BAL,1.0,,00-0034796,L.Jackson,11.0,2.0,18.0,left,7.0,1383.0
pass,BAL,,,,,10.0,3.0,17.0,,7.0,1340.0
extra_point,BAL,,,,,0.0,,15.0,,13.0,1334.0
kickoff,NYJ,,,,,0.0,,35.0,,-14.0,1334.0
run,NYJ,1.0,00-0036924,00-0036924,Mi.Carter,10.0,1.0,75.0,left,-14.0,1334.0
pass,NYJ,,,,,9.0,2.0,74.0,,-14.0,1298.0
no_play,NYJ,,,,,9.0,3.0,74.0,,-14.0,1290.0
run,NYJ,2.0,00-0038120,00-0038120,Br.Hall,10.0,1.0,69.0,middle,-14.0,1266.0
run,NYJ,6.0,00-0036924,00-0036924,Mi.Carter,8.0,2.0,67.0,middle,-14.0,1231.0
pass,NYJ,,,,,2.0,3.0,61.0,,-14.0,1194.0
punt,NYJ,,,,,2.0,4.0,61.0,,-14.0,1188.0
pass,BAL,,,,,10.0,1.0,88.0,,14.0,1177.0
pass,BAL,,,,,10.0,2.0,88.0,,14.0,1174.0
run,BAL,8.0,00-0033118,00-0033118,K.Drake,10.0,1.0,73.0,right,14.0,1131.0
run,BAL,10.0,00-0032063,00-0032063,M.Davis,2.0,2.0,65.0,middle,14.0,1092.0
pass,BAL,,,,,10.0,1.0,55.0,,14.0,1034.0
extra_point,BAL,,,,,0.0,,15.0,,20.0,1026.0
kickoff,NYJ,,,,,0.0,,35.0,,-21.0,1026.0
pass,NYJ,,,,,10.0,1.0,91.0,,-21.0,1021.0
pass,NYJ,,,,,10.0,1.0,74.0,,-21.0,985.0
pass,NYJ,,,,,2.0,2.0,66.0,,-21.0,963.0
pass,NYJ,,,,,10.0,1.0,64.0,,-21.0,938.0
pass,NYJ,,,,,10.0,2.0,64.0,,-21.0,933.0
pass,NYJ,,,,,10.0,1.0,52.0,,-21.0,908.0
,NYJ,,,,,0.0,,,,-21.0,900.0
pass,NYJ,,,,,10.0,1.0,40.0,,-21.0,900.0
pass,NYJ,,,,,10.0,1.0,25.0,,-21.0,878.0
pass,NYJ,,,,,7.0,2.0,22.0,,-21.0,853.0
run,BAL,8.0,00-0033118,00-0033118,K.Drake,10.0,1.0,85.0,left,21.0,843.0
no_play,BAL,,00-0034796,,,2.0,2.0,77.0,,21.0,797.0
pass,BAL,,,,,12.0,2.0,87.0,,21.0,769.0
pass,BAL,,,,,8.0,3.0,83.0,,21.0,721.0
run,BAL,4.0,00-0033118,00-0033118,K.Drake,10.0,1.0,66.0,right,21.0,673.0
pass,BAL,,,,,6.0,2.0,62.0,,21.0,625.0
pass,BAL,,,,,6.0,3.0,62.0,,21.0,618.0
punt,BAL,,,,,6.0,4.0,62.0,,21.0,615.0
pass,NYJ,,,,,10.0,1.0,68.0,,-21.0,606.0
pass,NYJ,,,,,10.0,1.0,51.0,,-21.0,585.0
pass,NYJ,,,,,10.0,2.0,51.0,,-21.0,581.0
pass,NYJ,,,,,4.0,3.0,45.0,,-21.0,545.0
pass,NYJ,,,,,10.0,1.0,37.0,,-21.0,524.0
pass,NYJ,,,,,10.0,2.0,37.0,,-21.0,520.0
run,NYJ,0.0,00-0026158,00-0026158,J.Flacco,1.0,3.0,28.0,middle,-21.0,490.0
pass,NYJ,,,,,1.0,4.0,28.0,,-21.0,452.0
no_play,NYJ,,00-0036924,,,10.0,1.0,21.0,,-21.0,428.0
pass,NYJ,,,,,20.0,1.0,31.0,,-21.0,419.0
pass,NYJ,,,,,11.0,2.0,22.0,,-21.0,398.0
pass,NYJ,,,,,6.0,3.0,17.0,,-21.0,359.0
pass,NYJ,,,,,3.0,4.0,14.0,,-21.0,317.0
pass,NYJ,,,,,10.0,1.0,10.0,,-21.0,293.0
pass,NYJ,,,,,10.0,2.0,10.0,,-21.0,289.0
pass,NYJ,,,,,6.0,3.0,6.0,,-21.0,268.0
pass,NYJ,,,,,6.0,4.0,6.0,,-21.0,262.0
no_play,BAL,,00-0033118,,,10.0,1.0,93.0,,21.0,257.0
no_play,,,,,,0.0,,,,,251.0
pass,BAL,,,,,14.0,1.0,97.0,,21.0,251.0
run,BAL,1.0,00-0033118,00-0033118,K.Drake,7.0,2.0,90.0,left,21.0,210.0
pass,BAL,,,,,6.0,3.0,89.0,,21.0,169.0
pass,NYJ,,,,,10.0,1.0,43.0,,-21.0,162.0
pass,NYJ,,,,,10.0,2.0,43.0,,-21.0,157.0
pass,NYJ,,,,,10.0,1.0,27.0,,-21.0,151.0
pass,NYJ,,,,,5.0,2.0,22.0,,-21.0,131.0
no_play,NYJ,,,,,5.0,3.0,22.0,,-21.0,127.0
,,,,,,0.0,,,,,120.0
pass,NYJ,,,,,10.0,1.0,17.0,,-21.0,120.0
pass,NYJ,,,,,5.0,2.0,12.0,,-21.0,98.0
pass,NYJ,,,,,5.0,3.0,12.0,,-21.0,93.0
no_play,NYJ,,,,,5.0,4.0,12.0,,-21.0,82.0
pass,NYJ,,,,,15.0,4.0,22.0,,-21.0,78.0
pass,NYJ,,,,,3.0,1.0,3.0,,-21.0,71.0
pass,NYJ,,,,,3.0,2.0,3.0,,-21.0,67.0
pass,NYJ,,,,,3.0,3.0,3.0,,-21.0,64.0
extra_point,NYJ,,,,,0.0,,15.0,,-15.0,60.0
kickoff,BAL,,,,,0.0,,35.0,,15.0,60.0
qb_kneel,BAL,-1.0,00-0034796,00-0034796,L.Jackson,10.0,1.0,42.0,,15.0,59.0
qb_kneel,BAL,-1.0,00-0034796,00-0034796,L.Jackson,11.0,2.0,43.0,,15.0,17.0
,,,,,,0.0,,,,,0.0
,,,,,,0.0,,,,,3600.0
kickoff,BUF,,,,,0.0,,35.0,,0.0,3600.0
pass,BUF,,,,,10.0,1.0,75.0,,0.0,3600.0
run,BUF,7.0,,00-0034857,J.Allen,4.0,2.0,69.0,right,0.0,3569.0
run,BUF,7.0,00-0035250,00-0035250,D.Singletary,10.0,1.0,62.0,right,0.0,3534.0
pass,BUF,,,,,3.0,2.0,55.0,,0.0,3495.0
run,BUF,2.0,00-0035250,00-0035250,D.Singletary,10.0,1.0,49.0,left,0.0,3453.0
pass,BUF,,,,,8.0,2.0,47.0,,0.0,3414.0
run,BUF,1.0,00-0036251,00-0036251,Z.Moss,10.0,1.0,35.0,right,0.0,3380.0
pass,BUF,,,,,9.0,2.0,34.0,,0.0,3342.0
pass,BUF,,,,,1.0,3.0,26.0,,0.0,3303.0
extra_point,BUF,,,,,0.0,,15.0,,6.0,3296.0
kickoff,LA,,,,,0.0,,35.0,,-7.0,3296.0
run,LA,5.0,00-0035664,00-0035664,D.Henderson,10.0,1.0,83.0,middle,-7.0,3292.0
no_play,LA,,,,,5.0,2.0,78.0,,-7.0,3268.0
run,LA,2.0,00-0035664,00-0035664,D.Henderson,10.0,2.0,83.0,middle,-7.0,3244.0
pass,LA,,,,,8.0,3.0,81.0,,-7.0,3205.0
run,LA,1.0,00-0035664,00-0035664,D.Henderson,10.0,1.0,58.0,right,-7.0,3165.0
pass,LA,,,,,9.0,2.0,57.0,,-7.0,3143.0
pass,LA,,,,,10.0,1.0,47.0,,-7.0,3108.0
pass,LA,,,,,6.0,2.0,43.0,,-7.0,3081.0
pass,LA,,,,,14.0,3.0,51.0,,-7.0,3053.0
punt,LA,,,,,8.0,4.0,45.0,,-7.0,3014.0
run,BUF,7.0,00-0035250,00-0035250,D.Singletary,10.0,1.0,91.0,right,7.0,3006.0
pass,BUF,,,,,3.0,2.0,84.0,,7.0,2966.0
pass,BUF,,,,,4.0,3.0,85.0,,7.0,2926.0
pass,BUF,,,,,10.0,1.0,75.0,,7.0,2890.0
pass,BUF,,,,,10.0,1.0,64.0,,7.0,2852.0
pass,BUF,,,,,10.0,1.0,52.0,,7.0,2813.0
pass,BUF,,,,,10.0,1.0,32.0,,7.0,2785.0
pass,BUF,,,,,7.0,2.0,29.0,,7.0,2745.0
run,LA,0.0,00-0035664,00-0035664,D.Henderson,10.0,1.0,76.0,left,-7.0,2739.0
pass,LA,,,,,10.0,2.0,76.0,,-7.0,2717.0
,LA,,,,,0.0,,,,-7.0,2700.0
pass,LA,,,,,4.0,3.0,70.0,,-7.0,2700.0
punt,LA,,,,,3.0,4.0,69.0,,-7.0,2660.0
pass,BUF,,,,,10.0,1.0,68.0,,7.0,2648.0
run,BUF,2.0,00-0037248,00-0037248,J.Cook,8.0,2.0,66.0,right,7.0,2616.0
run,LA,0.0,00-0036414,00-0036414,C.Akers,10.0,1.0,36.0,right,-7.0,2604.0
pass,LA,,,,,10.0,2.0,36.0,,-7.0,2577.0
pass,BUF,,,,,10.0,1.0,68.0,,7.0,2575.0
run,BUF,3.0,00-0036251,00-0036251,Z.Moss,5.0,2.0,63.0,right,7.0,2546.0
pass,BUF,,,,,2.0,3.0,60.0,,7.0,2504.0
pass,BUF,,,,,10.0,1.0,50.0,,7.0,2465.0
pass,BUF,,,,,10.0,1.0,29.0,,7.0,2421.0
pass,BUF,,,,,6.0,2.0,25.0,,7.0,2377.0
pass,BUF,,,,,4.0,3.0,23.0,,7.0,2335.0
field_goal,BUF,,,,,4.0,4.0,23.0,,7.0,2331.0
kickoff,LA,,,,,0.0,,35.0,,-10.0,2328.0
run,LA,4.0,00-0035664,00-0035664,D.Henderson,10.0,1.0,60.0,right,-10.0,2328.0
pass,LA,,,,,6.0,2.0,56.0,,-10.0,2289.0
pass,LA,,,,,6.0,3.0,56.0,,-10.0,2284.0
run,LA,3.0,00-0034646,00-0034646,B.Powell,10.0,1.0,44.0,left,-10.0,2240.0
pass,LA,,,,,10.0,1.0,36.0,,-10.0,2209.0
pass,LA,,,,,4.0,2.0,30.0,,-10.0,2172.0
pass,LA,,,,,14.0,3.0,40.0,,-10.0,2142.0
pass,LA,,,,,2.0,4.0,28.0,,-10.0,2094.0
run,LA,18.0,00-0035664,00-0035664,D.Henderson,10.0,1.0,25.0,left,-10.0,2054.0
run,LA,3.0,00-0035664,00-0035664,D.Henderson,7.0,1.0,7.0,middle,-10.0,2022.0
pass,LA,,,,,4.0,2.0,4.0,,-10.0,1985.0
extra_point,LA,,,,,0.0,,15.0,,-4.0,1980.0
kickoff,BUF,,,,,0.0,,35.0,,3.0,1980.0
run,BUF,2.0,00-0035250,00-0035250,D.Singletary,10.0,1.0,75.0,middle,3.0,1980.0
pass,BUF,,,,,8.0,2.0,73.0,,3.0,1942.0
no_play,,,,,,0.0,,,,,1936.0
no_play,BUF,,,,,12.0,3.0,77.0,,3.0,1936.0
pass,BUF,,,,,7.0,3.0,72.0,,3.0,1936.0
,,,,,,0.0,,,,,1920.0
pass,BUF,,,,,10.0,1.0,62.0,,3.0,1920.0
pass,LA,,,,,10.0,1.0,45.0,,-3.0,1913.0
pass,LA,,,,,10.0,2.0,45.0,,-3.0,1908.0
no_play,LA,,,,,10.0,3.0,45.0,,-3.0,1905.0
pass,LA,,,,,10.0,1.0,40.0,,-3.0,1900.0
run,LA,0.0,00-0036414,00-0036414,C.Akers,1.0,2.0,31.0,middle,-3.0,1880.0
run,LA,2.0,,00-0026498,M.Stafford,1.0,3.0,31.0,right,-3.0,1839.0
no_play,,,,,,0.0,,,,,1834.0
pass,LA,,,,,10.0,1.0,29.0,,-3.0,1834.0
no_play,,,,,,0.0,,,,,1826.0
pass,LA,,,,,19.0,2.0,38.0,,-3.0,1826.0
no_play,,,,,,0.0,,,,,1804.0
field_goal,LA,,,,,20.0,3.0,39.0,,-3.0,1804.0
,,,,,,0.0,,,,,1800.0
kickoff,LA,,,,,0.0,,35.0,,0.0,1800.0
run,LA,2.0,00-0035664,00-0035664,D.Henderson,10.0,1.0,89.0,right,0.0,1795.0
pass,LA,,,,,8.0,2.0,87.0,,0.0,1769.0
pass,LA,,,,,4.0,3.0,83.0,,0.0,1726.0
punt,LA,,,,,11.0,4.0,90.0,,0.0,1688.0
run,BUF,12.0,00-0035250,00-0035250,D.Singletary,10.0,1.0,58.0,left,0.0,1682.0
run,BUF,1.0,00-0035250,00-0035250,D.Singletary,10.0,1.0,46.0,left,0.0,1642.0
run,BUF,7.0,00-0034857,00-0034857,J.Allen,9.0,2.0,45.0,left,0.0,1595.0
no_play,BUF,,,,,2.0,3.0,38.0,,0.0,1551.0
run,BUF,8.0,,00-0034857,J.Allen,7.0,3.0,43.0,middle,0.0,1534.0
run,BUF,13.0,00-0035250,00-0035250,D.Singletary,10.0,1.0,35.0,left,0.0,1507.0
pass,BUF,,,,,10.0,1.0,22.0,,0.0,1464.0
pass,BUF,,,,,3.0,2.0,15.0,,0.0,1425.0
pass,BUF,,,,,7.0,1.0,7.0,,0.0,1382.0
extra_point,BUF,,,,,0.0,,15.0,,6.0,1379.0
kickoff,LA,,,,,0.0,,35.0,,-7.0,1379.0
pass,LA,,,,,10.0,1.0,75.0,,-7.0,1379.0
pass,LA,,,,,10.0,2.0,75.0,,-7.0,1348.0
pass,LA,,,,,10.0,1.0,52.0,,-7.0,1322.0
run,LA,1.0,00-0035664,00-0035664,D.Henderson,10.0,1.0,42.0,right,-7.0,1278.0
pass,LA,,,,,9.0,2.0,41.0,,-7.0,1253.0
pass,LA,,,,,18.0,3.0,50.0,,-7.0,1225.0
punt,LA,,,,,18.0,4.0,50.0,,-7.0,1218.0
no_play,BUF,,,,,10.0,1.0,89.0,,7.0,1211.0
run,BUF,8.0,,00-0034857,J.Allen,15.0,1.0,94.0,left,7.0,1211.0
run,BUF,8.0,00-0036251,00-0036251,Z.Moss,7.0,2.0,86.0,left,7.0,1169.0
run,BUF,0.0,00-0036251,00-0036251,Z.Moss,10.0,1.0,78.0,left,7.0,1128.0
pass,BUF,,,,,10.0,2.0,78.0,,7.0,1086.0
run,BUF,1.0,00-0036251,00-0036251,Z.Moss,10.0,1.0,67.0,left,7.0,1045.0
pass,BUF,,,,,9.0,2.0,66.0,,7.0,1005.0
pass,BUF,,,,,5.0,3.0,62.0,,7.0,979.0
pass,BUF,,,,,10.0,1.0,56.0,,7.0,937.0
run,BUF,3.0,00-0034857,00-0034857,J.Allen,10.0,2.0,56.0,middle,7.0,933.0
,BUF,,,,,0.0,,,,7.0,900.0
pass,BUF,,,,,7.0,3.0,53.0,,7.0,900.0
run,BUF,2.0,00-0034857,00-0034857,J.Allen,6.0,1.0,6.0,right,7.0,854.0
pass,BUF,,,,,4.0,2.0,4.0,,7.0,818.0
run,BUF,4.0,,00-0034857,J.Allen,4.0,3.0,4.0,right,7.0,814.0
extra_point,BUF,,,,,0.0,,15.0,,13.0,807.0
kickoff,LA,,,,,0.0,,35.0,,-14.0,807.0
pass,LA,,,,,10.0,1.0,78.0,,-14.0,803.0
run,LA,0.0,00-0036414,00-0036414,C.Akers,10.0,1.0,68.0,left,-14.0,773.0
pass,LA,,,,,10.0,2.0,68.0,,-14.0,745.0
pass,LA,,,,,3.0,3.0,61.0,,-14.0,698.0
pass,LA,,,,,10.0,1.0,57.0,,-14.0,670.0
pass,BUF,,,,,10.0,1.0,59.0,,14.0,661.0
run,BUF,5.0,00-0034857,00-0034857,J.Allen,9.0,2.0,58.0,right,14.0,619.0
pass,BUF,,,,,4.0,3.0,53.0,,14.0,573.0
extra_point,BUF,,,,,0.0,,15.0,,20.0,565.0
kickoff,LA,,,,,0.0,,35.0,,-21.0,565.0
pass,LA,,,,,10.0,1.0,76.0,,-21.0,561.0
no_play,LA,,,,,10.0,2.0,76.0,,-21.0,557.0
pass,LA,,,,,15.0,2.0,81.0,,-21.0,557.0
pass,LA,,,,,10.0,3.0,76.0,,-21.0,530.0
run,LA,1.0,00-0035664,00-0035664,D.Henderson,1.0,4.0,67.0,middle,-21.0,503.0
pass,LA,,,,,10.0,1.0,66.0,,-21.0,471.0
pass,LA,,,,,4.0,2.0,60.0,,-21.0,449.0
pass,LA,,,,,10.0,1.0,55.0,,-21.0,426.0
run,BUF,13.0,,00-0034857,J.Allen,10.0,1.0,37.0,left,21.0,418.0
run,BUF,4.0,00-0035250,00-0035250,D.Singletary,10.0,1.0,24.0,middle,21.0,371.0
run,BUF,2.0,00-0036251,00-0036251,Z.Moss,6.0,2.0,20.0,left,21.0,327.0
run,LA,9.0,00-0035664,00-0035664,D.Henderson,10.0,1.0,82.0,left,-21.0,317.0
run,LA,-1.0,00-0035664,00-0035664,D.Henderson,1.0,2.0,73.0,left,-21.0,297.0
pass,LA,,,,,2.0,3.0,74.0,,-21.0,273.0
pass,LA,,,,,10.0,1.0,66.0,,-21.0,245.0
pass,LA,,,,,4.0,2.0,60.0,,-21.0,221.0
pass,LA,,,,,10.0,1.0,55.0,,-21.0,197.0
pass,LA,,,,,10.0,2.0,55.0,,-21.0,192.0
pass,LA,,,,,10.0,1.0,44.0,,-21.0,160.0
pass,LA,,,,,6.0,2.0,40.0,,-21.0,139.0
no_play,,,,,,0.0,,,,,136.0
pass,LA,,,,,6.0,3.0,40.0,,-21.0,136.0
,,,,,,0.0,,,,,120.0
pass,LA,,,,,10.0,1.0,12.0,,-21.0,120.0
run,LA,2.0,00-0035664,00-0035664,D.Henderson,16.0,2.0,18.0,right,-21.0,75.0
no_play,,,,,,0.0,,,,,51.0
pass,LA,,,,,14.0,3.0,16.0,,-21.0,51.0
pass,LA,,,,,14.0,4.0,16.0,,-21.0,47.0
qb_kneel,BUF,-1.0,00-0034857,00-0034857,J.Allen,10.0,1.0,84.0,,21.0,41.0
,,,,,,0.0,,,,,0.0
,,,,,,0.0,,,,,3600.0
kickoff,CAR,,,,,0.0,,35.0,,0.0,3600.0
pass,CAR,,,,,10.0,1.0,78.0,,0.0,3596.0
pass,CAR,,,,,10.0,2.0,78.0,,0.0,3593.0
pass,CAR,,,,,15.0,3.0,83.0,,0.0,3548.0
punt,CAR,,,,,11.0,4.0,79.0,,0.0,3518.0
run,CLE,11.0,00-0034791,00-0034791,N.Chubb,10.0,1.0,65.0,left,0.0,3509.0
pass,CLE,,,,,10.0,1.0,54.0,,0.0,3467.0
run,CLE,5.0,00-0034791,00-0034791,N.Chubb,8.0,2.0,52.0,right,0.0,3423.0
no_play,,,,,,0.0,,,,,3377.0
run,CLE,4.0,00-0034791,00-0034791,N.Chubb,3.0,3.0,47.0,left,0.0,3377.0
pass,CLE,,,,,10.0,1.0,43.0,,0.0,3340.0
run,CLE,1.0,00-0034791,00-0034791,N.Chubb,4.0,2.0,37.0,right,0.0,3306.0
pass,CLE,,,,,3.0,3.0,36.0,,0.0,3266.0
pass,CLE,,,,,3.0,4.0,36.0,,0.0,3260.0
run,CAR,4.0,00-0033280,00-0033280,C.McCaffrey,10.0,1.0,64.0,middle,0.0,3257.0
no_play,CAR,,,,,6.0,2.0,60.0,,0.0,3226.0
run,CAR,3.0,00-0036555,00-0036555,C.Hubbard,16.0,2.0,70.0,middle,0.0,3195.0
run,CAR,0.0,00-0034855,00-0034855,B.Mayfield,13.0,3.0,67.0,,0.0,3156.0
punt,CAR,,,,,14.0,4.0,68.0,,0.0,3112.0
no_play,CLE,,00-0034791,,,10.0,1.0,65.0,,0.0,3105.0
run,CLE,0.0,00-0034791,00-0034791,N.Chubb,20.0,1.0,75.0,left,0.0,3072.0
pass,CLE,,,,,20.0,2.0,75.0,,0.0,3047.0
no_play,CLE,,,,,5.0,3.0,60.0,,0.0,3004.0
run,CLE,2.0,,00-0033119,J.Brissett,10.0,1.0,55.0,right,0.0,2998.0
run,CLE,4.0,00-0034791,00-0034791,N.Chubb,8.0,2.0,53.0,right,0.0,2954.0
run,CLE,6.0,00-0033923,00-0033923,K.Hunt,4.0,3.0,49.0,left,0.0,2919.0
pass,CLE,,,,,10.0,1.0,43.0,,0.0,2878.0
pass,CLE,,,,,8.0,2.0,41.0,,0.0,2836.0
pass,CLE,,,,,8.0,3.0,41.0,,0.0,2827.0
punt,CLE,,,,,8.0,4.0,41.0,,0.0,2821.0
pass,CAR,,,,,10.0,1.0,95.0,,0.0,2813.0
pass,CAR,,,,,5.0,2.0,90.0,,0.0,2777.0
no_play,CAR,,,,,5.0,3.0,90.0,,0.0,2771.0
no_play,CAR,,,,,10.0,3.0,95.0,,0.0,2771.0
