play_type,posteam,rushing_yards,rusher_id,rusher_player_id,rusher_player_name,ydstogo,down,yardline_100,run_location,score_differential,game_seconds_remaining
run,DEN,23.0,00-0034681,00-0034681,C.Edmonds,2.0,3.0,67.0,left,0.0,1723.0
run,DEN,14.0,00-0036407,00-0036407,J.Jeudy,10.0,1.0,44.0,right,0.0,1684.0
run,DEN,6.0,00-0034681,00-0034681,C.Edmonds,10.0,1.0,30.0,right,0.0,1652.0
pass,DEN,,,,,4.0,2.0,24.0,,0.0,1611.0
extra_point,DEN,,,,,0.0,,15.0,,6.0,1602.0
kickoff,LAC,,,,,0.0,,35.0,,-7.0,1602.0
pass,LAC,,,,,10.0,1.0,75.0,,-7.0,1602.0
no_play,LAC,,,,,10.0,1.0,57.0,,-7.0,1564.0
run,LAC,4.0,00-0036370,00-0036370,J.Kelley,15.0,1.0,62.0,left,-7.0,1553.0
pass,LAC,,,,,11.0,2.0,58.0,,-7.0,1517.0
pass,LAC,,,,,11.0,3.0,58.0,,-7.0,1513.0
punt,LAC,,,,,11.0,4.0,58.0,,-7.0,1508.0
pass,DEN,,,,,10.0,1.0,95.0,,7.0,1497.0
run,DEN,2.0,00-0030513,00-0030513,L.Murray,10.0,1.0,45.0,right,7.0,1470.0
pass,DEN,,,,,8.0,2.0,43.0,,7.0,1437.0
pass,LAC,,,,,10.0,1.0,46.0,,-7.0,1430.0
run,LAC,5.0,00-0033699,00-0033699,A.Ekeler,10.0,1.0,23.0,left,-7.0,1389.0
run,LAC,0.0,00-0033699,00-0033699,A.Ekeler,5.0,2.0,18.0,left,-7.0,1351.0
pass,LAC,,,,,5.0,3.0,18.0,,-7.0,1311.0
field_goal,LAC,,,,,5.0,4.0,18.0,,-7.0,1306.0
kickoff,DEN,,,,,0.0,,35.0,,4.0,1302.0
pass,DEN,,,,,10.0,1.0,75.0,,4.0,1302.0
pass,DEN,,,,,10.0,1.0,50.0,,4.0,1262.0
pass,DEN,,,,,10.0,2.0,50.0,,4.0,1258.0
pass,DEN,,,,,8.0,3.0,48.0,,4.0,1213.0
punt,DEN,,,,,15.0,4.0,55.0,,4.0,1174.0
run,LAC,2.0,00-0033699,00-0033699,A.Ekeler,10.0,1.0,88.0,left,-4.0,1167.0
pass,LAC,,,,,8.0,2.0,86.0,,-4.0,1144.0
pass,LAC,,,,,10.0,1.0,72.0,,-4.0,1101.0
pass,LAC,,,,,8.0,2.0,70.0,,-4.0,1066.0
pass,LAC,,,,,8.0,3.0,70.0,,-4.0,1063.0
run,LAC,2.0,00-0033699,00-0033699,A.Ekeler,10.0,1.0,61.0,right,-4.0,1021.0
pass,LAC,,,,,8.0,2.0,59.0,,-4.0,975.0
pass,LAC,,,,,10.0,1.0,40.0,,-4.0,937.0
pass,LAC,,,,,10.0,2.0,40.0,,-4.0,932.0
run,DEN,1.0,00-0034681,00-0034681,C.Edmonds,10.0,1.0,89.0,left,4.0,921.0
,DEN,,,,,0.0,,,,4.0,900.0
run,DEN,2.0,,00-0029263,R.Wilson,15.0,1.0,94.0,right,4.0,900.0
run,DEN,16.0,00-0030513,00-0030513,L.Murray,13.0,2.0,92.0,left,4.0,856.0
pass,DEN,,,,,10.0,1.0,76.0,,4.0,808.0
run,DEN,0.0,00-0037085,00-0037085,T.Badie,10.0,2.0,76.0,middle,4.0,804.0
pass,DEN,,,,,10.0,3.0,76.0,,4.0,771.0
run,DEN,4.0,00-0034681,00-0034681,C.Edmonds,10.0,1.0,24.0,right,4.0,721.0
pass,DEN,,,,,6.0,2.0,20.0,,4.0,681.0
extra_point,DEN,,,,,0.0,,15.0,,10.0,675.0
kickoff,LAC,,,,,0.0,,35.0,,-11.0,675.0
run,LAC,2.0,00-0036650,00-0036650,L.Rountree,10.0,1.0,75.0,right,-11.0,675.0
run,LAC,1.0,00-0036650,00-0036650,L.Rountree,8.0,2.0,73.0,right,-11.0,637.0
run,LAC,4.0,,00-0026544,C.Daniel,7.0,3.0,72.0,right,-11.0,593.0
punt,LAC,,,,,3.0,4.0,68.0,,-11.0,555.0
run,LAC,1.0,00-0036650,00-0036650,L.Rountree,10.0,1.0,29.0,middle,-11.0,545.0
pass,LAC,,,,,9.0,2.0,28.0,,-11.0,507.0
pass,LAC,,,,,10.0,1.0,18.0,,-11.0,475.0
pass,LAC,,,,,6.0,2.0,14.0,,-11.0,435.0
run,LAC,4.0,00-0036370,00-0036370,J.Kelley,7.0,1.0,7.0,left,-11.0,398.0
pass,LAC,,,,,3.0,2.0,3.0,,-11.0,366.0
pass,LAC,,,,,0.0,,2.0,,-5.0,362.0
kickoff,DEN,,,,,0.0,,35.0,,3.0,362.0
pass,DEN,,,,,10.0,1.0,75.0,,3.0,362.0
run,DEN,0.0,00-0030513,00-0030513,L.Murray,10.0,2.0,75.0,,3.0,355.0
pass,DEN,,,,,25.0,3.0,90.0,,3.0,314.0
punt,DEN,,,,,6.0,4.0,71.0,,3.0,268.0
pass,LAC,,,,,10.0,1.0,60.0,,-3.0,256.0
no_play,LAC,,,,,10.0,2.0,60.0,,-3.0,250.0
pass,LAC,,,,,15.0,2.0,65.0,,-3.0,250.0
pass,LAC,,,,,14.0,3.0,64.0,,-3.0,211.0
punt,LAC,,,,,14.0,4.0,64.0,,-3.0,207.0
run,DEN,21.0,00-0030513,00-0030513,L.Murray,10.0,1.0,96.0,middle,3.0,194.0
no_play,,,,,,0.0,,,,,184.0
run,DEN,12.0,00-0036407,00-0036407,J.Jeudy,10.0,1.0,75.0,right,3.0,184.0
run,DEN,9.0,00-0030513,00-0030513,L.Murray,10.0,1.0,63.0,right,3.0,179.0
run,DEN,0.0,00-0030513,00-0030513,L.Murray,1.0,2.0,54.0,left,3.0,134.0
,,,,,,0.0,,,,,120.0
run,DEN,1.0,00-0029263,00-0029263,R.Wilson,1.0,3.0,54.0,middle,3.0,120.0
run,DEN,1.0,00-0029263,00-0029263,R.Wilson,10.0,1.0,53.0,left,3.0,76.0
run,DEN,2.0,00-0030513,00-0030513,L.Murray,9.0,2.0,52.0,right,3.0,33.0
,,,,,,0.0,,,,,0.0
,,,,,,0.0,,,,,3600.0
kickoff,CHI,,,,,0.0,,35.0,,0.0,3600.0
pass,CHI,,,,,10.0,1.0,79.0,,0.0,3593.0
run,CHI,6.0,00-0036906,00-0036906,K.Herbert,7.0,2.0,76.0,left,0.0,3550.0
run,CHI,0.0,00-0035685,00-0035685,D.Montgomery,1.0,3.0,70.0,right,0.0,3503.0
punt,CHI,,,,,1.0,4.0,70.0,,0.0,3458.0
run,MIN,-2.0,00-0033893,00-0033893,D.Cook,10.0,1.0,73.0,left,0.0,3449.0
pass,MIN,,,,,12.0,2.0,75.0,,0.0,3412.0
pass,MIN,,,,,7.0,3.0,70.0,,0.0,3368.0
pass,MIN,,,,,4.0,1.0,4.0,,0.0,3316.0
extra_point,MIN,,,,,0.0,,15.0,,6.0,3312.0
,,,,,,0.0,,,,,3312.0
kickoff,CHI,,,,,0.0,,35.0,,-6.0,3312.0
run,CHI,6.0,,00-0033958,N.Peterman,10.0,1.0,66.0,left,-6.0,3304.0
pass,CHI,,,,,4.0,2.0,60.0,,-6.0,3262.0
pass,CHI,,,,,10.0,1.0,32.0,,-6.0,3239.0
run,CHI,4.0,00-0035685,00-0035685,D.Montgomery,10.0,2.0,32.0,left,-6.0,3233.0
pass,CHI,,,,,6.0,3.0,28.0,,-6.0,3192.0
,CHI,,,,,12.0,4.0,34.0,,-6.0,3143.0
punt,CHI,,,,,12.0,4.0,34.0,,-6.0,3134.0
,,,,,,0.0,,,,,3127.0
run,MIN,3.0,00-0033893,00-0033893,D.Cook,10.0,1.0,86.0,left,6.0,3127.0
pass,MIN,,,,,7.0,2.0,83.0,,6.0,3094.0
pass,MIN,,,,,10.0,1.0,66.0,,6.0,3068.0
run,MIN,12.0,00-0033893,00-0033893,D.Cook,10.0,1.0,43.0,right,6.0,3027.0
run,MIN,3.0,00-0033893,00-0033893,D.Cook,10.0,1.0,31.0,left,6.0,2989.0
pass,MIN,,,,,17.0,1.0,38.0,,6.0,2964.0
run,MIN,1.0,00-0033893,00-0033893,D.Cook,17.0,2.0,38.0,left,6.0,2960.0
,,,,,,0.0,,,,,2952.0
run,CHI,3.0,00-0036906,00-0036906,K.Herbert,10.0,1.0,71.0,left,-6.0,2952.0
run,CHI,13.0,00-0036906,00-0036906,K.Herbert,7.0,2.0,68.0,left,-6.0,2913.0
run,CHI,-1.0,00-0036906,00-0036906,K.Herbert,10.0,1.0,55.0,right,-6.0,2876.0
pass,CHI,,,,,11.0,2.0,56.0,,-6.0,2837.0
pass,CHI,,,,,10.0,1.0,43.0,,-6.0,2793.0
run,CHI,3.0,00-0036906,00-0036906,K.Herbert,10.0,2.0,43.0,right,-6.0,2788.0
pass,CHI,,,,,7.0,3.0,40.0,,-6.0,2760.0
pass,CHI,,,,,7.0,4.0,40.0,,-6.0,2753.0
,,,,,,0.0,,,,,2749.0
run,MIN,0.0,00-0033893,00-0033893,D.Cook,10.0,1.0,66.0,right,6.0,2749.0
run,MIN,-1.0,00-0034972,00-0034972,A.Mattison,10.0,2.0,66.0,right,6.0,2712.0
,MIN,,,,,0.0,,,,6.0,2700.0
pass,MIN,,,,,11.0,3.0,67.0,,6.0,2700.0
pass,MIN,,,,,10.0,1.0,51.0,,6.0,2654.0
run,MIN,11.0,00-0034972,00-0034972,A.Mattison,10.0,1.0,40.0,right,6.0,2615.0
run,MIN,4.0,00-0030035,00-0030035,A.Thielen,10.0,1.0,29.0,left,6.0,2578.0
pass,MIN,,,,,6.0,2.0,25.0,,6.0,2540.0
pass,MIN,,,,,6.0,3.0,25.0,,6.0,2534.0
pass,MIN,,,,,10.0,1.0,18.0,,6.0,2491.0
run,MIN,3.0,00-0034972,00-0034972,A.Mattison,2.0,2.0,10.0,right,6.0,2453.0
run,MIN,6.0,00-0034972,00-0034972,A.Mattison,7.0,1.0,7.0,left,6.0,2412.0
no_play,,,,,,0.0,,,,,2364.0
run,MIN,1.0,00-0034972,00-0034972,A.Mattison,1.0,2.0,1.0,right,6.0,2364.0
extra_point,MIN,,,,,0.0,,15.0,,12.0,2360.0
,,,,,,0.0,,,,,2360.0
kickoff,CHI,,,,,0.0,,35.0,,-13.0,2360.0
pass,CHI,,,,,10.0,1.0,72.0,,-13.0,2355.0
run,CHI,3.0,00-0035685,00-0035685,D.Montgomery,10.0,2.0,72.0,right,-13.0,2349.0
pass,CHI,,,,,7.0,3.0,69.0,,-13.0,2312.0
pass,MIN,,,,,10.0,1.0,35.0,,13.0,2299.0
run,MIN,15.0,00-0033893,00-0033893,D.Cook,1.0,2.0,26.0,left,13.0,2263.0
run,MIN,2.0,00-0033893,00-0033893,D.Cook,10.0,1.0,11.0,right,13.0,2218.0
pass,MIN,,,,,8.0,2.0,9.0,,13.0,2178.0
no_play,MIN,,,,,4.0,3.0,5.0,,13.0,2128.0
pass,MIN,,,,,9.0,3.0,10.0,,13.0,2107.0
field_goal,MIN,,,,,9.0,4.0,10.0,,13.0,2102.0
,,,,,,0.0,,,,,2097.0
kickoff,CHI,,,,,0.0,,35.0,,-16.0,2097.0
pass,CHI,,,,,10.0,1.0,75.0,,-16.0,2097.0
pass,CHI,,,,,10.0,1.0,58.0,,-16.0,2057.0
run,CHI,42.0,00-0037745,00-0037745,V.Jones,10.0,1.0,42.0,right,-16.0,2022.0
no_play,CHI,,,,,0.0,,15.0,,-10.0,2011.0
pass,CHI,,,,,0.0,,1.0,,-10.0,2011.0
,,,,,,0.0,,,,,2011.0
kickoff,MIN,,,,,0.0,,35.0,,10.0,2011.0
pass,MIN,,,,,10.0,1.0,75.0,,10.0,2011.0
run,MIN,11.0,00-0034972,00-0034972,A.Mattison,4.0,2.0,69.0,right,10.0,1978.0
pass,MIN,,,,,10.0,1.0,58.0,,10.0,1938.0
,,,,,,0.0,,,,,1920.0
run,MIN,3.0,00-0033893,00-0033893,D.Cook,10.0,1.0,28.0,right,10.0,1920.0
pass,MIN,,,,,7.0,2.0,25.0,,10.0,1882.0
no_play,,,,,,0.0,,,,,1872.0
pass,MIN,,,,,10.0,1.0,16.0,,10.0,1872.0
no_play,,,,,,0.0,,,,,1865.0
pass,MIN,,,,,4.0,2.0,10.0,,10.0,1865.0
no_play,,,,,,0.0,,,,,1857.0
run,MIN,1.0,00-0033893,00-0033893,D.Cook,6.0,1.0,6.0,right,10.0,1857.0
no_play,,,,,,0.0,,,,,1825.0
run,MIN,-1.0,00-0033893,00-0033893,D.Cook,5.0,2.0,5.0,right,10.0,1825.0
no_play,,,,,,0.0,,,,,1820.0
pass,MIN,,,,,6.0,3.0,6.0,,10.0,1820.0
no_play,MIN,,,,,6.0,4.0,6.0,,10.0,1801.0
,,,,,,0.0,,,,,1800.0
kickoff,MIN,,,,,0.0,,35.0,,10.0,1800.0
pass,MIN,,,,,10.0,1.0,75.0,,10.0,1800.0
run,MIN,6.0,00-0034972,00-0034972,A.Mattison,5.0,2.0,70.0,right,10.0,1764.0
run,MIN,11.0,00-0034972,00-0034972,A.Mattison,10.0,1.0,64.0,right,10.0,1726.0
pass,MIN,,,,,10.0,1.0,53.0,,10.0,1684.0
pass,MIN,,,,,10.0,1.0,43.0,,10.0,1656.0
run,MIN,4.0,,00-0033319,N.Mullens,10.0,1.0,17.0,left,10.0,1613.0
run,MIN,5.0,00-0036387,00-0036387,J.Reagor,6.0,2.0,13.0,left,10.0,1569.0
run,MIN,2.0,00-0033319,00-0033319,N.Mullens,1.0,3.0,8.0,right,10.0,1550.0
no_play,,,,,,0.0,,,,,1507.0
run,MIN,5.0,00-0034972,00-0034972,A.Mattison,6.0,1.0,6.0,right,10.0,1507.0
,,,,,,0.0,,,,,1491.0
run,MIN,0.0,00-0033319,00-0033319,N.Mullens,1.0,2.0,1.0,right,10.0,1491.0
run,MIN,1.0,00-0034972,00-0034972,A.Mattison,1.0,3.0,1.0,left,10.0,1468.0
extra_point,MIN,,,,,0.0,,15.0,,16.0,1465.0
,,,,,,0.0,,,,,1465.0
kickoff,CHI,,,,,0.0,,35.0,,-17.0,1465.0
pass,CHI,,,,,10.0,1.0,75.0,,-17.0,1465.0
run,CHI,3.0,00-0035685,00-0035685,D.Montgomery,10.0,1.0,55.0,left,-17.0,1428.0
run,CHI,8.0,00-0035685,00-0035685,D.Montgomery,7.0,2.0,52.0,right,-17.0,1394.0
run,CHI,5.0,00-0035685,00-0035685,D.Montgomery,10.0,1.0,44.0,left,-17.0,1352.0
pass,CHI,,,,,5.0,2.0,39.0,,-17.0,1306.0
pass,CHI,,,,,5.0,3.0,39.0,,-17.0,1301.0
run,CHI,4.0,00-0036906,00-0036906,K.Herbert,10.0,1.0,32.0,left,-17.0,1263.0
pass,CHI,,,,,6.0,2.0,28.0,,-17.0,1227.0
run,CHI,4.0,00-0036906,00-0036906,K.Herbert,10.0,1.0,15.0,left,-17.0,1196.0
pass,CHI,,,,,6.0,2.0,11.0,,-17.0,1156.0
extra_point,CHI,,,,,0.0,,15.0,,-11.0,1147.0
,,,,,,0.0,,,,,1147.0
kickoff,MIN,,,,,0.0,,35.0,,10.0,1147.0
run,MIN,8.0,00-0036842,00-0036842,K.Nwangwu,10.0,1.0,75.0,right,10.0,1147.0
pass,MIN,,,,,2.0,2.0,67.0,,10.0,1110.0
run,MIN,2.0,00-0036842,00-0036842,K.Nwangwu,10.0,1.0,51.0,right,10.0,1070.0
pass,MIN,,,,,8.0,2.0,49.0,,10.0,1029.0
no_play,MIN,,,,,10.0,1.0,27.0,,10.0,1000.0
pass,MIN,,,,,15.0,1.0,32.0,,10.0,979.0
run,MIN,2.0,,00-0033319,N.Mullens,15.0,2.0,32.0,right,10.0,972.0
pass,MIN,,,,,13.0,3.0,30.0,,10.0,932.0
,MIN,,,,,0.0,,,,10.0,900.0
field_goal,MIN,,,,,15.0,4.0,32.0,,10.0,900.0
,,,,,,0.0,,,,,895.0
kickoff,CHI,,,,,0.0,,35.0,,-13.0,895.0
run,CHI,6.0,00-0036906,00-0036906,K.Herbert,10.0,1.0,75.0,left,-13.0,895.0
run,CHI,12.0,00-0036906,00-0036906,K.Herbert,4.0,2.0,69.0,left,-13.0,853.0
run,CHI,1.0,,00-0033958,N.Peterman,10.0,1.0,57.0,left,-13.0,809.0
run,CHI,0.0,00-0036906,00-0036906,K.Herbert,9.0,2.0,56.0,right,-13.0,772.0
no_play,CHI,,,,,9.0,3.0,56.0,,-13.0,734.0
pass,CHI,,,,,14.0,3.0,61.0,,-13.0,731.0
punt,CHI,,,,,15.0,4.0,62.0,,-13.0,699.0
,,,,,,0.0,,,,,692.0
no_play,MIN,,,,,10.0,1.0,82.0,,13.0,692.0
pass,MIN,,,,,15.0,1.0,87.0,,13.0,692.0
run,MIN,4.0,00-0036842,00-0036842,K.Nwangwu,1.0,2.0,73.0,left,13.0,652.0
pass,MIN,,,,,10.0,1.0,69.0,,13.0,613.0
pass,MIN,,,,,10.0,1.0,59.0,,13.0,571.0
,,,,,,0.0,,,,,558.0
pass,CHI,,,,,10.0,1.0,53.0,,-13.0,558.0
pass,CHI,,,,,10.0,2.0,53.0,,-13.0,555.0
pass,CHI,,,,,5.0,3.0,48.0,,-13.0,522.0
run,CHI,-2.0,00-0035685,00-0035685,D.Montgomery,10.0,1.0,39.0,right,-13.0,484.0
pass,CHI,,,,,12.0,2.0,41.0,,-13.0,446.0
pass,CHI,,,,,12.0,3.0,41.0,,-13.0,442.0
,,,,,,0.0,,,,,440.0
pass,CHI,,,,,12.0,4.0,41.0,,-13.0,440.0
run,MIN,1.0,00-0037276,00-0037276,T.Chandler,10.0,1.0,59.0,right,13.0,434.0
no_play,,,,,,0.0,,,,,430.0
run,MIN,1.0,00-0037276,00-0037276,T.Chandler,9.0,2.0,58.0,right,13.0,430.0
no_play,,,,,,0.0,,,,,425.0
pass,MIN,,,,,8.0,3.0,57.0,,13.0,425.0
no_play,MIN,,,,,10.0,1.0,46.0,,13.0,380.0
pass,MIN,,,,,15.0,1.0,51.0,,13.0,378.0
run,MIN,10.0,00-0037276,00-0037276,T.Chandler,4.0,2.0,40.0,left,13.0,354.0
run,MIN,1.0,00-0036842,00-0036842,K.Nwangwu,10.0,1.0,30.0,left,13.0,314.0
no_play,,,,,,0.0,,,,,308.0
pass,MIN,,,,,9.0,2.0,29.0,,13.0,308.0
run,MIN,-2.0,00-0036842,00-0036842,K.Nwangwu,1.0,3.0,21.0,left,13.0,268.0
no_play,,,,,,0.0,,,,,223.0
field_goal,MIN,,,,,3.0,4.0,23.0,,13.0,223.0
kickoff,CHI,,,,,0.0,,35.0,,-16.0,219.0
pass,CHI,,,,,10.0,1.0,76.0,,-16.0,214.0
pass,CHI,,,,,10.0,2.0,76.0,,-16.0,208.0
pass,CHI,,,,,10.0,3.0,76.0,,-16.0,205.0
pass,CHI,,,,,10.0,4.0,76.0,,-16.0,200.0
run,MIN,4.0,00-0037276,00-0037276,T.Chandler,10.0,1.0,64.0,right,16.0,193.0
run,MIN,1.0,00-0037276,00-0037276,T.Chandler,6.0,2.0,60.0,right,16.0,147.0
,,,,,,0.0,,,,,120.0
run,MIN,3.0,00-0037276,00-0037276,T.Chandler,5.0,3.0,59.0,right,16.0,120.0
no_play,MIN,,,,,2.0,4.0,56.0,,16.0,56.0
punt,MIN,,,,,7.0,4.0,61.0,,16.0,56.0
qb_kneel,CHI,-1.0,00-0034177,00-0034177,T.Boyle,10.0,1.0,76.0,,-16.0,47.0
qb_kneel,CHI,-1.0,00-0034177,00-0034177,T.Boyle,11.0,2.0,77.0,,-16.0,27.0
,,,,,,0.0,,,,,0.0
,,,,,,0.0,,,,,3600.0
kickoff,BUF,,,,,0.0,,35.0,,0.0,3600.0
extra_point,BUF,,,,,0.0,,15.0,,6.0,3586.0
kickoff,NE,,,,,0.0,,35.0,,-7.0,3586.0
pass,NE,,,,,10.0,1.0,74.0,,-7.0,3581.0
run,NE,2.0,00-0035657,00-0035657,D.Harris,10.0,2.0,74.0,right,-7.0,3576.0
pass,NE,,,,,8.0,3.0,72.0,,-7.0,3536.0
punt,NE,,,,,17.0,4.0,81.0,,-7.0,3497.0
pass,BUF,,,,,10.0,1.0,68.0,,7.0,3489.0
pass,BUF,,,,,5.0,2.0,63.0,,7.0,3451.0
pass,BUF,,,,,10.0,1.0,57.0,,7.0,3427.0
pass,BUF,,,,,10.0,2.0,57.0,,7.0,3423.0
pass,BUF,,,,,7.0,3.0,54.0,,7.0,3380.0
punt,BUF,,,,,20.0,4.0,67.0,,7.0,3337.0
run,NE,3.0,00-0036875,00-0036875,R.Stevenson,10.0,1.0,74.0,left,-7.0,3329.0
pass,NE,,,,,7.0,2.0,71.0,,-7.0,3291.0
pass,NE,,,,,1.0,3.0,65.0,,-7.0,3258.0
pass,NE,,,,,10.0,1.0,45.0,,-7.0,3224.0
pass,NE,,,,,10.0,1.0,28.0,,-7.0,3204.0
run,NE,6.0,00-0035657,00-0035657,D.Harris,5.0,2.0,23.0,middle,-7.0,3165.0
pass,NE,,,,,10.0,1.0,17.0,,-7.0,3124.0
run,NE,4.0,00-0036972,00-0036972,M.Jones,6.0,1.0,6.0,left,-7.0,3089.0
pass,NE,,,,,2.0,2.0,2.0,,-7.0,3050.0
extra_point,NE,,,,,0.0,,15.0,,-1.0,3045.0
kickoff,BUF,,,,,0.0,,35.0,,0.0,3045.0
run,BUF,6.0,00-0035250,00-0035250,D.Singletary,10.0,1.0,75.0,left,0.0,3038.0
run,BUF,2.0,,00-0034857,J.Allen,4.0,2.0,69.0,left,0.0,2994.0
pass,BUF,,,,,2.0,3.0,67.0,,0.0,2956.0
pass,BUF,,,,,10.0,1.0,51.0,,0.0,2916.0
pass,BUF,,,,,10.0,2.0,51.0,,0.0,2912.0
run,BUF,2.0,00-0035250,00-0035250,D.Singletary,1.0,3.0,42.0,left,0.0,2865.0
pass,BUF,,,,,10.0,1.0,40.0,,0.0,2824.0
pass,BUF,,,,,10.0,2.0,40.0,,0.0,2818.0
run,BUF,3.0,00-0037248,00-0037248,J.Cook,10.0,1.0,24.0,right,0.0,2785.0
pass,BUF,,,,,7.0,2.0,21.0,,0.0,2744.0
pass,BUF,,,,,7.0,3.0,21.0,,0.0,2739.0
,BUF,,,,,0.0,,,,0.0,2700.0
run,BUF,-2.0,00-0035250,00-0035250,D.Singletary,2.0,1.0,2.0,left,0.0,2700.0
pass,BUF,,,,,4.0,2.0,4.0,,0.0,2663.0
extra_point,BUF,,,,,0.0,,15.0,,6.0,2655.0
kickoff,NE,,,,,0.0,,35.0,,-7.0,2655.0
run,NE,-6.0,00-0035657,00-0035657,D.Harris,10.0,1.0,75.0,middle,-7.0,2655.0
pass,NE,,,,,16.0,2.0,81.0,,-7.0,2620.0
pass,NE,,,,,7.0,3.0,72.0,,-7.0,2581.0
punt,NE,,,,,7.0,4.0,72.0,,-7.0,2576.0
pass,BUF,,,,,10.0,1.0,66.0,,7.0,2564.0
run,BUF,5.0,00-0037248,00-0037248,J.Cook,8.0,2.0,64.0,right,7.0,2525.0
pass,BUF,,,,,3.0,3.0,59.0,,7.0,2496.0
pass,BUF,,,,,10.0,1.0,53.0,,7.0,2454.0
pass,BUF,,,,,10.0,2.0,53.0,,7.0,2450.0
pass,BUF,,,,,6.0,3.0,49.0,,7.0,2405.0
punt,BUF,,,,,10.0,4.0,53.0,,7.0,2368.0
pass,NE,,,,,10.0,1.0,74.0,,-7.0,2356.0
run,NE,18.0,00-0036875,00-0036875,R.Stevenson,6.0,2.0,70.0,left,-7.0,2318.0
pass,NE,,,,,10.0,1.0,52.0,,-7.0,2281.0
pass,NE,,,,,2.0,2.0,44.0,,-7.0,2236.0
run,NE,4.0,00-0036875,00-0036875,R.Stevenson,10.0,1.0,24.0,right,-7.0,2191.0
run,NE,3.0,00-0035657,00-0035657,D.Harris,6.0,2.0,20.0,middle,-7.0,2146.0
pass,NE,,,,,3.0,3.0,17.0,,-7.0,2109.0
pass,NE,,,,,7.0,1.0,7.0,,-7.0,2069.0
pass,NE,,,,,2.0,2.0,2.0,,-7.0,2031.0
extra_point,NE,,,,,0.0,,15.0,,-1.0,2025.0
kickoff,BUF,,,,,0.0,,35.0,,0.0,2025.0
run,BUF,5.0,00-0037248,00-0037248,J.Cook,10.0,1.0,72.0,middle,0.0,2018.0
run,BUF,18.0,00-0035250,00-0035250,D.Singletary,5.0,2.0,67.0,left,0.0,1980.0
run,BUF,10.0,00-0037248,00-0037248,J.Cook,10.0,1.0,49.0,left,0.0,1938.0
,,,,,,0.0,,,,,1920.0
pass,BUF,,,,,10.0,1.0,39.0,,0.0,1920.0
run,BUF,3.0,00-0037248,00-0037248,J.Cook,4.0,2.0,33.0,left,0.0,1914.0
no_play,,,,,,0.0,,,,,1877.0
run,BUF,2.0,00-0034857,00-0034857,J.Allen,1.0,3.0,30.0,middle,0.0,1877.0
run,BUF,6.0,,00-0034857,J.Allen,10.0,1.0,28.0,right,0.0,1852.0
run,BUF,7.0,,00-0034857,J.Allen,4.0,2.0,22.0,left,0.0,1844.0
no_play,,,,,,0.0,,,,,1838.0
pass,BUF,,,,,10.0,1.0,15.0,,0.0,1838.0
pass,BUF,,,,,10.0,2.0,15.0,,0.0,1833.0
pass,BUF,,,,,10.0,3.0,15.0,,0.0,1826.0
no_play,,,,,,0.0,,,,,1816.0
pass,NE,,,,,10.0,1.0,67.0,,0.0,1816.0
qb_kneel,NE,-4.0,00-0036972,00-0036972,M.Jones,10.0,2.0,67.0,,0.0,1810.0
,,,,,,0.0,,,,,1800.0
kickoff,NE,,,,,0.0,,35.0,,0.0,1800.0
pass,NE,,,,,10.0,1.0,81.0,,0.0,1794.0
run,NE,1.0,00-0035657,00-0035657,D.Harris,10.0,1.0,70.0,right,0.0,1751.0
pass,NE,,,,,9.0,2.0,69.0,,0.0,1714.0
pass,NE,,,,,4.0,3.0,64.0,,0.0,1676.0
run,NE,6.0,00-0035657,00-0035657,D.Harris,10.0,1.0,51.0,left,0.0,1637.0
run,NE,3.0,00-0035657,00-0035657,D.Harris,4.0,2.0,45.0,middle,0.0,1598.0
pass,NE,,,,,1.0,3.0,42.0,,0.0,1558.0
pass,NE,,,,,1.0,4.0,42.0,,0.0,1555.0
run,NE,16.0,00-0036875,00-0036875,R.Stevenson,10.0,1.0,37.0,left,0.0,1516.0
pass,NE,,,,,10.0,1.0,21.0,,0.0,1472.0
run,BUF,5.0,00-0035250,00-0035250,D.Singletary,10.0,1.0,98.0,left,0.0,1466.0
run,BUF,2.0,00-0035250,00-0035250,D.Singletary,5.0,2.0,93.0,right,0.0,1423.0
run,NE,2.0,00-0035657,00-0035657,D.Harris,10.0,1.0,11.0,middle,0.0,1414.0
pass,NE,,,,,8.0,2.0,9.0,,0.0,1380.0
run,NE,3.0,,00-0036972,M.Jones,8.0,3.0,9.0,middle,0.0,1375.0
field_goal,NE,,,,,5.0,4.0,6.0,,0.0,1329.0
kickoff,BUF,,,,,0.0,,35.0,,-3.0,1326.0
extra_point,BUF,,,,,0.0,,15.0,,3.0,1313.0
kickoff,NE,,,,,0.0,,35.0,,-4.0,1313.0
pass,NE,,,,,10.0,1.0,61.0,,-4.0,1305.0
run,NE,2.0,00-0036972,00-0036972,M.Jones,1.0,2.0,52.0,middle,-4.0,1270.0
run,NE,3.0,00-0036875,00-0036875,R.Stevenson,10.0,1.0,50.0,left,-4.0,1235.0
pass,NE,,,,,7.0,2.0,47.0,,-4.0,1197.0
pass,NE,,,,,7.0,3.0,47.0,,-4.0,1191.0
punt,NE,,,,,7.0,4.0,47.0,,-4.0,1185.0
pass,BUF,,,,,10.0,1.0,81.0,,4.0,1177.0
pass,BUF,,,,,10.0,2.0,81.0,,4.0,1175.0
run,BUF,3.0,00-0034857,00-0034857,J.Allen,1.0,3.0,72.0,left,4.0,1135.0
